epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_Li_f_rmse,training_Br_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_Li_f_rmse,validation_Br_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       493, 7536.455,   0.0025,       0.00022463,       4.0721e-06,         0.022467,       0.0169,        0.011,      0.00847,      0.00954,       0.0115,       0.0016,       0.00023384,       2.4987e-08,         0.023384,       0.0167,       0.0104,       0.0113,       0.0111,       0.0124,      0.00014
       494, 7551.712,   0.0025,       0.00021558,       2.4705e-06,         0.021561,       0.0168,       0.0109,      0.00822,      0.00881,       0.0112,      0.00125,       0.00023389,       3.0808e-08,          0.02339,       0.0167,       0.0104,       0.0113,       0.0111,       0.0124,     0.000149
       495, 7567.020,   0.0025,       0.00020837,       2.8883e-06,          0.02084,       0.0166,       0.0106,      0.00802,       0.0087,        0.011,      0.00136,       0.00023346,       2.9369e-08,         0.023346,       0.0167,       0.0104,       0.0113,       0.0111,       0.0124,     0.000149
       496, 7582.282,   0.0025,       0.00021926,       5.9874e-06,         0.021932,       0.0168,       0.0109,      0.00829,      0.00918,       0.0113,      0.00195,        0.0002332,        3.658e-08,          0.02332,       0.0167,       0.0104,       0.0113,       0.0111,       0.0124,      0.00017
       497, 7597.577,   0.0025,       0.00020786,       1.6118e-06,         0.020788,       0.0164,       0.0106,      0.00823,      0.00868,        0.011,      0.00101,       0.00023324,       3.3463e-08,         0.023324,       0.0167,       0.0104,       0.0113,       0.0111,       0.0124,     0.000141
       498, 7612.834,   0.0025,       0.00021808,       5.9825e-06,         0.021814,       0.0168,       0.0109,      0.00841,      0.00894,       0.0113,      0.00195,        0.0002328,        5.518e-08,          0.02328,       0.0167,       0.0104,       0.0113,       0.0111,       0.0124,      0.00016
       499, 7628.072,   0.0025,       0.00021412,       1.8908e-06,         0.021414,       0.0168,       0.0109,      0.00814,      0.00866,       0.0111,       0.0011,       0.00023288,       3.1868e-08,         0.023288,       0.0167,       0.0104,       0.0113,       0.0111,       0.0124,     0.000135
       500, 7643.330,   0.0025,       0.00021454,       3.5906e-06,         0.021457,       0.0167,       0.0108,      0.00827,      0.00881,       0.0112,      0.00151,       0.00023239,       3.2448e-08,         0.023239,       0.0167,       0.0104,       0.0112,       0.0111,       0.0124,     0.000136
       501, 7658.579,   0.0025,       0.00021237,       3.1987e-06,          0.02124,       0.0166,       0.0108,      0.00825,      0.00889,       0.0111,      0.00143,       0.00023256,       4.3109e-08,         0.023256,       0.0167,       0.0104,       0.0112,       0.0111,       0.0123,     0.000147
       502, 7673.839,   0.0025,       0.00021639,       2.9484e-06,         0.021642,       0.0167,       0.0109,      0.00831,      0.00891,       0.0112,      0.00137,       0.00023221,       3.6426e-08,         0.023221,       0.0167,       0.0104,       0.0112,       0.0111,       0.0123,     0.000136
       503, 7689.132,   0.0025,       0.00021108,       3.6938e-06,         0.021112,       0.0166,       0.0107,      0.00816,      0.00871,       0.0111,      0.00153,       0.00023203,        4.135e-08,         0.023203,       0.0167,       0.0104,       0.0112,       0.0111,       0.0123,     0.000136
       504, 7704.429,   0.0025,       0.00021414,       2.9797e-06,         0.021417,       0.0168,       0.0109,      0.00806,      0.00877,       0.0111,      0.00138,       0.00023195,       7.3494e-08,         0.023195,       0.0167,       0.0104,       0.0112,       0.0111,       0.0123,     0.000181
       505, 7719.703,   0.0025,        0.0002085,        2.925e-06,         0.020853,       0.0164,       0.0106,      0.00819,      0.00886,        0.011,      0.00136,       0.00023146,       3.0885e-08,         0.023146,       0.0167,       0.0104,       0.0112,       0.0111,       0.0123,     0.000145
       506, 7734.975,   0.0025,       0.00020959,       2.0301e-06,         0.020961,       0.0166,       0.0107,      0.00799,      0.00862,        0.011,      0.00114,       0.00023153,       3.6299e-08,         0.023153,       0.0166,       0.0104,       0.0112,       0.0111,       0.0123,     0.000134
       507, 7750.214,   0.0025,       0.00020754,       2.7499e-06,         0.020756,       0.0165,       0.0106,      0.00804,       0.0086,        0.011,      0.00132,       0.00023157,       3.2467e-08,         0.023157,       0.0166,       0.0104,       0.0112,       0.0111,       0.0123,     0.000146
       508, 7765.468,   0.0025,        0.0002096,       3.3139e-06,         0.020964,       0.0165,       0.0107,      0.00822,      0.00872,        0.011,      0.00145,       0.00023104,       3.1421e-08,         0.023104,       0.0166,       0.0104,       0.0112,        0.011,       0.0123,     0.000172
       509, 7780.736,   0.0025,       0.00021268,       4.7283e-06,         0.021273,       0.0166,       0.0107,      0.00819,       0.0089,       0.0111,      0.00173,       0.00023119,       3.2808e-08,         0.023119,       0.0166,       0.0104,       0.0112,       0.0111,       0.0123,      0.00013
       510, 7796.017,   0.0025,       0.00021426,       3.2226e-06,          0.02143,       0.0166,       0.0108,      0.00826,      0.00907,       0.0112,      0.00143,        0.0002312,       2.8056e-08,          0.02312,       0.0166,       0.0104,       0.0112,        0.011,       0.0123,     0.000141
       511, 7811.271,   0.0025,       0.00020874,       4.1035e-06,         0.020878,       0.0165,       0.0107,      0.00818,      0.00878,        0.011,      0.00162,       0.00023121,       3.7931e-08,         0.023121,       0.0166,       0.0104,       0.0112,        0.011,       0.0123,     0.000142
       512, 7826.522,   0.0025,       0.00021687,       4.6241e-06,         0.021692,       0.0169,       0.0109,      0.00816,       0.0088,       0.0112,      0.00171,       0.00023099,       4.1249e-08,         0.023099,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000135
       513, 7841.782,   0.0025,       0.00021377,       5.0637e-06,         0.021382,       0.0167,       0.0108,      0.00809,      0.00889,       0.0111,      0.00179,       0.00023063,       3.6373e-08,         0.023063,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000136
       514, 7857.030,   0.0025,       0.00020747,       2.8186e-06,          0.02075,       0.0165,       0.0106,      0.00813,      0.00873,        0.011,      0.00134,       0.00023047,       3.1871e-08,         0.023047,       0.0166,       0.0103,       0.0112,       0.0111,       0.0123,      0.00015
       515, 7872.272,   0.0025,       0.00021614,       5.3786e-06,         0.021619,       0.0168,        0.011,      0.00824,      0.00882,       0.0112,      0.00185,       0.00023004,       5.8055e-08,         0.023004,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000234
       516, 7887.741,   0.0025,       0.00021159,       3.6013e-06,         0.021163,       0.0165,       0.0108,      0.00831,      0.00881,       0.0111,      0.00151,       0.00023001,       2.8579e-08,         0.023001,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000142
       517, 7903.025,   0.0025,       0.00022001,       7.5551e-06,         0.022008,       0.0169,       0.0109,      0.00839,      0.00923,       0.0113,      0.00219,       0.00022987,       8.2163e-08,         0.022987,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000264
       518, 7918.308,   0.0025,       0.00020739,        2.183e-06,         0.020741,       0.0165,       0.0106,      0.00814,      0.00868,        0.011,      0.00114,       0.00023004,       5.5896e-08,         0.023004,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000171
       519, 7933.537,   0.0025,       0.00020992,       2.3401e-06,         0.020994,       0.0166,       0.0107,      0.00796,      0.00879,        0.011,      0.00122,       0.00022972,       2.7001e-08,         0.022972,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000148
       520, 7948.804,   0.0025,       0.00021347,        2.526e-06,          0.02135,       0.0167,       0.0109,      0.00816,      0.00881,       0.0111,      0.00126,       0.00022957,       3.9621e-08,         0.022957,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000191
       521, 7964.080,   0.0025,       0.00021446,       2.0156e-06,         0.021448,       0.0168,       0.0109,      0.00824,       0.0087,       0.0111,      0.00113,       0.00022914,       3.6127e-08,         0.022914,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000153
       522, 7979.407,   0.0025,       0.00020614,       2.6181e-06,         0.020617,       0.0164,       0.0106,      0.00807,      0.00868,       0.0109,      0.00128,       0.00022888,       2.6247e-08,         0.022888,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000158
       523, 7994.657,   0.0025,        0.0002091,        5.298e-06,         0.020915,       0.0166,       0.0106,      0.00808,      0.00875,        0.011,      0.00184,       0.00022895,       2.4664e-08,         0.022895,       0.0166,       0.0103,       0.0111,        0.011,       0.0123,     0.000141
       524, 8009.925,   0.0025,        0.0002093,       3.0605e-06,         0.020933,       0.0166,       0.0107,       0.0081,      0.00867,        0.011,      0.00138,       0.00022897,       2.1882e-08,         0.022897,       0.0166,       0.0103,       0.0112,        0.011,       0.0123,     0.000142
       525, 8025.197,   0.0025,       0.00021994,        4.365e-06,         0.021999,        0.017,        0.011,       0.0083,      0.00875,       0.0113,      0.00166,       0.00022856,       2.8986e-08,         0.022856,       0.0166,       0.0103,       0.0111,        0.011,       0.0122,      0.00016
       526, 8040.506,   0.0025,       0.00021028,       6.4089e-06,         0.021034,       0.0165,       0.0106,      0.00826,      0.00891,       0.0111,      0.00202,       0.00022877,       2.6947e-08,         0.022877,       0.0166,       0.0103,       0.0111,        0.011,       0.0122,     0.000145
       527, 8055.752,   0.0025,       0.00020728,       5.7252e-06,         0.020734,       0.0165,       0.0107,      0.00795,      0.00863,       0.0109,      0.00191,       0.00022834,        2.349e-08,         0.022834,       0.0166,       0.0103,       0.0111,        0.011,       0.0122,     0.000139
       528, 8071.010,   0.0025,       0.00021169,       4.1137e-06,         0.021173,       0.0166,       0.0107,      0.00823,      0.00877,       0.0111,      0.00161,       0.00022869,       3.5876e-08,         0.022869,       0.0166,       0.0103,       0.0111,        0.011,       0.0122,     0.000181
       529, 8086.264,   0.0025,       0.00021044,       3.4988e-06,         0.021048,       0.0165,       0.0107,      0.00826,      0.00885,       0.0111,      0.00149,       0.00022862,        2.934e-08,         0.022862,       0.0165,       0.0103,       0.0111,        0.011,       0.0122,     0.000152
       530, 8101.536,   0.0025,       0.00021581,       4.6552e-06,         0.021586,        0.017,        0.011,      0.00801,       0.0086,       0.0111,      0.00171,       0.00022845,       4.5159e-08,         0.022845,       0.0165,       0.0103,       0.0111,        0.011,       0.0122,     0.000158
       531, 8116.764,   0.0025,       0.00020414,       3.6334e-06,         0.020418,       0.0163,       0.0105,      0.00816,      0.00869,       0.0109,      0.00152,       0.00022812,       2.7268e-08,         0.022812,       0.0165,       0.0103,       0.0111,        0.011,       0.0122,     0.000163
       532, 8132.038,   0.0025,       0.00020451,        3.261e-06,         0.020455,       0.0164,       0.0105,      0.00803,      0.00867,       0.0109,      0.00143,       0.00022774,       3.8684e-08,         0.022774,       0.0165,       0.0103,       0.0111,        0.011,       0.0122,      0.00015
       533, 8147.316,   0.0025,       0.00020713,       3.1201e-06,         0.020717,       0.0165,       0.0106,        0.008,      0.00875,        0.011,      0.00141,       0.00022808,       2.3976e-08,         0.022808,       0.0165,       0.0103,       0.0111,        0.011,       0.0122,      0.00014
