epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_Li_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_Li_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
      1099, 20467.675, 0.000625,       9.7395e-05,       4.5068e-07,          0.00974,        0.012,       0.0075,      0.00535,      0.00542,      0.00756,     0.000546,       0.00012686,       2.2641e-08,         0.012686,       0.0127,      0.00785,       0.0076,      0.00756,      0.00892,     0.000122
      1100, 20486.258, 0.000625,       9.8026e-05,       3.2846e-07,        0.0098029,        0.012,      0.00754,      0.00534,      0.00545,      0.00759,     0.000466,        0.0001268,       2.2929e-08,          0.01268,       0.0127,      0.00785,      0.00759,      0.00756,      0.00891,     0.000122
      1101, 20504.826, 0.000625,       9.6883e-05,       1.4697e-07,        0.0096885,       0.0119,       0.0075,      0.00531,      0.00541,      0.00754,     0.000312,       0.00012681,       2.4381e-08,         0.012681,       0.0127,      0.00785,      0.00759,      0.00756,      0.00892,     0.000127
      1102, 20523.403, 0.000313,       9.5776e-05,       2.1594e-07,        0.0095778,       0.0119,      0.00745,      0.00528,      0.00533,      0.00749,     0.000378,       0.00012677,       2.3246e-08,         0.012677,       0.0127,      0.00785,      0.00759,      0.00756,      0.00891,     0.000125
      1103, 20542.062, 0.000313,       9.5587e-05,       1.8514e-07,        0.0095589,       0.0119,      0.00745,      0.00525,      0.00532,      0.00748,      0.00035,       0.00012671,       2.5409e-08,         0.012671,       0.0126,      0.00785,       0.0076,      0.00755,      0.00891,     0.000131
      1104, 20560.631, 0.000313,       9.5629e-05,       1.1898e-07,        0.0095631,       0.0119,      0.00745,      0.00526,      0.00532,      0.00748,      0.00028,       0.00012669,       2.5481e-08,         0.012669,       0.0126,      0.00785,      0.00759,      0.00756,      0.00891,     0.000126
      1105, 20579.174, 0.000313,       9.5677e-05,       1.8785e-07,        0.0095679,       0.0119,      0.00745,      0.00524,      0.00534,      0.00748,     0.000352,       0.00012665,       2.2595e-08,         0.012665,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,     0.000121
      1106, 20597.803, 0.000313,       9.5754e-05,       2.2898e-07,        0.0095756,       0.0119,      0.00744,      0.00527,      0.00537,      0.00749,     0.000389,       0.00012664,       2.2796e-08,         0.012664,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,     0.000124
      1107, 20616.390, 0.000313,       9.5685e-05,       1.2468e-07,        0.0095687,       0.0119,      0.00745,      0.00528,      0.00535,      0.00749,     0.000286,       0.00012667,       2.6137e-08,         0.012667,       0.0127,      0.00785,      0.00759,      0.00755,      0.00891,     0.000129
      1108, 20634.968, 0.000313,       9.5797e-05,       2.1461e-07,        0.0095799,       0.0119,      0.00746,      0.00526,      0.00535,      0.00749,     0.000377,       0.00012669,       2.3648e-08,         0.012669,       0.0126,      0.00785,       0.0076,      0.00755,      0.00891,     0.000125
      1109, 20653.550, 0.000313,       9.5683e-05,       1.7433e-07,        0.0095685,       0.0119,      0.00745,      0.00528,      0.00535,      0.00749,     0.000338,       0.00012665,       2.3972e-08,         0.012665,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,     0.000123
      1110, 20672.094, 0.000313,       9.6151e-05,       1.7222e-07,        0.0096153,       0.0119,      0.00746,      0.00531,      0.00539,      0.00751,     0.000338,       0.00012662,       2.7652e-08,         0.012662,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,     0.000132
      1111, 20690.697, 0.000313,       9.5722e-05,       1.7349e-07,        0.0095724,       0.0119,      0.00744,      0.00528,      0.00535,      0.00749,     0.000339,       0.00012663,       2.4148e-08,         0.012663,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,     0.000123
      1112, 20709.290, 0.000313,       9.6026e-05,       1.9819e-07,        0.0096028,       0.0119,      0.00747,      0.00526,      0.00536,       0.0075,     0.000362,       0.00012667,        2.323e-08,         0.012667,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,      0.00012
      1113, 20727.854, 0.000313,       9.5899e-05,       1.1587e-07,          0.00959,       0.0119,      0.00747,      0.00527,      0.00534,       0.0075,     0.000277,       0.00012661,       2.4399e-08,         0.012661,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,     0.000123
      1114, 20746.421, 0.000313,       9.5615e-05,         1.32e-07,        0.0095616,       0.0119,      0.00744,      0.00527,      0.00535,      0.00749,     0.000296,       0.00012665,        2.192e-08,         0.012665,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,     0.000117
      1115, 20764.985, 0.000313,       9.6433e-05,       1.2774e-07,        0.0096435,       0.0119,      0.00747,      0.00527,      0.00539,      0.00752,     0.000291,       0.00012661,       2.5223e-08,         0.012661,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,     0.000122
      1116, 20783.572, 0.000313,        9.571e-05,       1.2231e-07,        0.0095711,       0.0119,      0.00745,      0.00525,      0.00537,      0.00749,     0.000284,       0.00012661,       2.3679e-08,         0.012661,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,      0.00012
      1117, 20802.169, 0.000156,       9.4712e-05,       1.2455e-07,        0.0094714,       0.0119,      0.00742,      0.00521,       0.0053,      0.00744,     0.000287,       0.00012659,       2.1105e-08,         0.012659,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,     0.000118
      1118, 20820.736, 0.000156,       9.4715e-05,       9.6604e-08,        0.0094716,       0.0118,      0.00741,      0.00521,      0.00531,      0.00744,     0.000253,       0.00012658,       1.8452e-08,         0.012658,       0.0126,      0.00785,      0.00759,      0.00755,      0.00891,     0.000111
      1119, 20839.293, 0.000156,       9.4855e-05,       9.3231e-08,        0.0094856,       0.0119,      0.00742,      0.00523,      0.00529,      0.00745,     0.000248,       0.00012654,       2.0819e-08,         0.012654,       0.0126,      0.00785,      0.00759,      0.00754,      0.00891,     0.000118
      1120, 20857.861, 0.000156,       9.4793e-05,       9.3003e-08,        0.0094794,       0.0119,      0.00741,      0.00522,      0.00531,      0.00745,     0.000249,       0.00012654,       1.9479e-08,         0.012655,       0.0126,      0.00785,      0.00759,      0.00754,      0.00891,     0.000116
      1121, 20876.427, 0.000156,       9.4671e-05,        7.824e-08,        0.0094672,       0.0118,      0.00741,      0.00521,      0.00529,      0.00744,     0.000228,       0.00012655,       2.0152e-08,         0.012655,       0.0126,      0.00784,      0.00759,      0.00755,      0.00891,     0.000116
      1122, 20895.054, 0.000156,       9.4677e-05,       1.0012e-07,        0.0094678,       0.0119,      0.00741,      0.00522,      0.00528,      0.00744,     0.000257,        0.0001265,       2.1166e-08,          0.01265,       0.0126,      0.00784,      0.00759,      0.00754,      0.00891,     0.000119
      1123, 20913.728, 0.000156,        9.477e-05,       7.2775e-08,        0.0094771,       0.0118,      0.00741,      0.00522,      0.00531,      0.00745,     0.000219,       0.00012655,       2.1482e-08,         0.012655,       0.0126,      0.00784,      0.00759,      0.00755,      0.00891,      0.00012
      1124, 20932.295, 0.000156,       9.4762e-05,       1.2188e-07,        0.0094763,       0.0119,      0.00742,      0.00521,       0.0053,      0.00745,     0.000284,       0.00012656,       1.9107e-08,         0.012656,       0.0126,      0.00784,      0.00759,      0.00755,      0.00891,     0.000113
      1125, 20950.871, 0.000156,       9.4756e-05,       1.1468e-07,        0.0094757,       0.0119,      0.00742,      0.00521,      0.00528,      0.00744,     0.000275,       0.00012654,       2.1638e-08,         0.012654,       0.0126,      0.00784,      0.00759,      0.00755,       0.0089,     0.000116
      1126, 20969.462, 0.000156,       9.4909e-05,       8.8797e-08,         0.009491,       0.0119,      0.00743,      0.00522,      0.00531,      0.00745,     0.000243,       0.00012653,       1.9621e-08,         0.012653,       0.0126,      0.00784,      0.00759,      0.00755,      0.00891,     0.000113
      1127, 20988.071, 0.000156,       9.4913e-05,       9.0161e-08,        0.0094914,       0.0119,      0.00742,      0.00523,      0.00529,      0.00745,     0.000244,       0.00012651,       2.4056e-08,         0.012652,       0.0126,      0.00784,      0.00759,      0.00755,      0.00891,     0.000124
      1128, 21006.634, 0.000156,       9.4872e-05,       7.8842e-08,        0.0094873,       0.0119,      0.00742,      0.00521,      0.00531,      0.00745,     0.000229,       0.00012653,       1.9259e-08,         0.012653,       0.0126,      0.00784,      0.00759,      0.00755,      0.00891,     0.000113
      1129, 21025.196, 7.81e-05,       9.4303e-05,       6.0864e-08,        0.0094303,       0.0118,       0.0074,      0.00518,      0.00527,      0.00742,     0.000201,       0.00012651,       2.2753e-08,         0.012651,       0.0126,      0.00784,      0.00759,      0.00755,      0.00891,     0.000124
      1130, 21043.783, 7.81e-05,       9.4105e-05,       7.6182e-08,        0.0094106,       0.0118,       0.0074,      0.00519,      0.00525,      0.00741,     0.000224,       0.00012647,       2.2509e-08,         0.012647,       0.0126,      0.00784,      0.00759,      0.00754,       0.0089,     0.000122
      1131, 21062.407, 7.81e-05,       9.4101e-05,       7.2827e-08,        0.0094101,       0.0118,      0.00739,      0.00519,      0.00526,      0.00742,      0.00022,       0.00012648,       2.0718e-08,         0.012648,       0.0126,      0.00784,      0.00759,      0.00755,       0.0089,     0.000114
      1132, 21080.977, 7.81e-05,       9.4214e-05,       4.5169e-08,        0.0094214,       0.0118,       0.0074,      0.00519,      0.00525,      0.00742,     0.000173,        0.0001265,       2.0931e-08,          0.01265,       0.0126,      0.00784,      0.00759,      0.00755,      0.00891,     0.000118
      1133, 21099.570, 7.81e-05,       9.4148e-05,       8.3323e-08,        0.0094149,       0.0118,      0.00739,      0.00519,      0.00526,      0.00742,     0.000235,       0.00012653,       2.0979e-08,         0.012653,       0.0126,      0.00784,      0.00759,      0.00755,       0.0089,     0.000119
      1134, 21118.136, 7.81e-05,       9.4245e-05,       6.3024e-08,        0.0094246,       0.0118,       0.0074,      0.00519,      0.00525,      0.00742,     0.000204,       0.00012651,       2.0412e-08,         0.012651,       0.0126,      0.00784,      0.00759,      0.00755,       0.0089,     0.000116
      1135, 21136.752, 7.81e-05,       9.4135e-05,       6.3164e-08,        0.0094136,       0.0118,      0.00739,      0.00518,      0.00526,      0.00742,     0.000205,        0.0001265,       1.9692e-08,          0.01265,       0.0126,      0.00784,      0.00759,      0.00755,       0.0089,     0.000114
      1136, 21155.337, 7.81e-05,       9.4175e-05,       5.2798e-08,        0.0094175,       0.0118,       0.0074,      0.00518,      0.00526,      0.00742,     0.000187,       0.00012651,       1.9899e-08,         0.012651,       0.0126,      0.00784,      0.00759,      0.00755,       0.0089,     0.000116
      1137, 21173.904, 3.91e-05,       9.3859e-05,       3.6205e-08,        0.0093859,       0.0118,      0.00738,      0.00516,      0.00525,       0.0074,     0.000155,        0.0001265,        1.833e-08,          0.01265,       0.0126,      0.00784,      0.00759,      0.00755,       0.0089,      0.00011
      1138, 21192.459, 3.91e-05,       9.3869e-05,       2.7984e-08,        0.0093869,       0.0118,      0.00739,      0.00516,      0.00525,       0.0074,     0.000136,       0.00012651,        1.947e-08,         0.012651,       0.0126,      0.00784,      0.00759,      0.00755,       0.0089,     0.000115
      1139, 21211.029, 3.91e-05,       9.3865e-05,       3.4734e-08,        0.0093865,       0.0118,      0.00739,      0.00517,      0.00524,       0.0074,     0.000152,        0.0001265,       1.9668e-08,          0.01265,       0.0126,      0.00784,      0.00759,      0.00755,       0.0089,     0.000114
      1140, 21229.614, 3.91e-05,       9.3879e-05,       4.3801e-08,         0.009388,       0.0118,      0.00739,      0.00516,      0.00525,       0.0074,      0.00017,       0.00012652,        2.005e-08,         0.012652,       0.0126,      0.00784,      0.00759,      0.00755,       0.0089,     0.000116
      1141, 21248.220, 3.91e-05,       9.3827e-05,       3.9341e-08,        0.0093827,       0.0118,      0.00738,      0.00516,      0.00525,       0.0074,     0.000161,       0.00012653,       1.9527e-08,         0.012653,       0.0126,      0.00784,      0.00759,      0.00755,      0.00891,     0.000117
